HGNC_symbol;HGNC_id
VCP;HGNC:12666
VDR;HGNC:12679
VIP;HGNC:12693
VIPAS39;HGNC:20347
VLDLR;HGNC:12698
VPS13B;HGNC:2183
VPS33B;HGNC:12712
VPS4A;HGNC:13488
VPS53;HGNC:25608
VRK1;HGNC:12718
VSX2;HGNC:1975
WAC;HGNC:17327
WASF1;HGNC:12732
WDFY3;HGNC:20751
WDPCP;HGNC:28027
WDR11;HGNC:13831
WDR19;HGNC:18340
WDR26;HGNC:21208
DYNC2I2;HGNC:28296
WDR35;HGNC:29250
WDR37;HGNC:31406
WDR4;HGNC:12756
WDR45;HGNC:28912
WDR45B;HGNC:25072
DYNC2I1;HGNC:21862
WDR62;HGNC:24502
WDR73;HGNC:25928
WDR81;HGNC:26600
WFS1;HGNC:12762
WNT1;HGNC:12774
WNT10B;HGNC:12775
WNT3;HGNC:12782
WNT4;HGNC:12783
WNT5A;HGNC:12784
WNT7A;HGNC:12786
WRAP53;HGNC:25522
WT1;HGNC:12796
WWOX;HGNC:12799
XPA;HGNC:12814
XPC;HGNC:12816
XPNPEP3;HGNC:28052
XRCC4;HGNC:12831
XYLT1;HGNC:15516
XYLT2;HGNC:15517
YAP1;HGNC:16262
YARS2;HGNC:24249
YWHAG;HGNC:12852
YY1;HGNC:12856
ZBTB16;HGNC:12930
ZBTB18;HGNC:13030
ZBTB20;HGNC:13503
ZBTB40;HGNC:29045
ZBTB7A;HGNC:18078
ZC4H2;HGNC:24931
ZCCHC8;HGNC:25265
ZDHHC15;HGNC:20342
ZDHHC9;HGNC:18475
ZEB1;HGNC:11642
ZEB2;HGNC:14881
ZFHX3;HGNC:777
ZFHX4;HGNC:30939
ZFP57;HGNC:18791
ZFPM2;HGNC:16700
ZFYVE26;HGNC:20761
ZIC1;HGNC:12872
ZIC2;HGNC:12873
ZIC3;HGNC:12874
ZMIZ1;HGNC:16493
ZMPSTE24;HGNC:12877
ZMYM2;HGNC:12989
ZMYM6;HGNC:13050
ZMYND10;HGNC:19412
ZMYND11;HGNC:16966
ZNF142;HGNC:12927
ZNF148;HGNC:12933
ZNF292;HGNC:18410
ZNF407;HGNC:19904
ZNF462;HGNC:21684
ZNF526;HGNC:29415
ZNF599;HGNC:26408
ZNF711;HGNC:13128
ZNF713;HGNC:22043
ZNF750;HGNC:25843
ZSWIM6;HGNC:29316
